1	3481
2	3600
3	86099
4	305426
5	558729
6	541081
7	765819
8	960576
9	962385
10	983906
11	1018521
12	942300
13	858491
14	797845
15	768286
16	783142
17	712129
18	634187
19	575024
20	528311
21	491379
22	451774
23	418658
24	386920
25	362380
26	344667
27	330961
28	308996
29	282860
30	263594
31	246710
32	231997
33	217088
34	203465
35	189839
36	177861
37	169923
38	165726
39	161798
40	157719
41	154721
42	151586
43	146944
44	141745
45	144136
46	157885
47	190845
48	239855
49	292532
50	317060
51	293384
52	237287
53	181055
54	145013
55	124058
56	108898
57	97631
58	91297
59	87306
60	84478
61	81872
62	79452
63	77813
64	77879
65	77306
66	76514
67	75385
68	73874
69	72614
70	71042
71	69692
72	68824
73	67734
74	67475
75	66967
76	66356
77	66454
78	66351
79	66310
80	66404
81	65964
82	64423
83	63177
84	61956
85	60855
86	60692
87	59613
88	59435
89	58679
90	57175
91	55619
92	54990
93	53533
94	52746
95	52072
96	51620
97	51493
98	50897
99	51249
100	51472
101	51281
102	51264
103	51445
104	50744
105	49196
106	48342
107	47272
108	45843
109	45167
110	44971
111	45140
112	45139
113	45168
114	46137
115	46583
116	47514
117	47340
118	47326
119	47218
120	45686
121	44411
122	43107
123	41404
124	40928
125	40500
126	39753
127	39375
128	39286
129	38685
130	38584
131	38121
132	37628
133	37236
134	37044
135	36696
136	35933
137	35791
138	35656
139	35449
140	34983
141	34688
142	34322
143	33843
144	33553
145	33135
146	32864
147	31952
148	32208
149	31916
150	31419
151	30863
152	30536
153	30265
154	29486
155	29637
156	29162
157	28972
158	28491
159	28713
160	28516
161	28313
162	28121
163	27791
164	27807
165	27645
166	28248
167	28044
168	28924
169	29321
170	29950
171	30787
172	31113
173	31284
174	31430
175	31642
176	30644
177	30063
178	29087
179	28424
180	27346
181	26270
182	25226
183	24440
184	24101
185	23489
186	23364
187	23070
188	23168
189	22989
190	22690
191	22992
192	22383
193	22137
194	21660
195	20911
196	19865
197	18983
198	18140
199	17213
200	16297
201	15498
202	15032
203	14549
204	14211
205	14159
206	14174
207	14107
208	14630
209	15045
210	15951
211	17449
212	19187
213	21221
214	23675
215	26934
216	29860
217	32447
218	34631
219	36213
220	36199
221	35012
222	32600
223	29461
224	25937
225	22380
226	19142
227	16104
228	14052
229	12414
230	11404
231	10634
232	10130
233	9877
234	9494
235	9278
236	9356
237	9299
238	9261
239	9316
240	9339
241	9139
242	9060
243	9221
244	9377
245	9245
246	9167
247	9329
248	9036
249	9276
250	9170
251	9250
252	9042
253	8873
254	8783
255	8843
256	8828
257	8709
258	8644
259	8506
260	8571
261	8334
262	8159
263	8312
264	8281
265	8361
266	8205
267	7966
268	8144
269	7958
270	7873
271	8019
272	7995
273	7812
274	7802
275	7792
276	7752
277	7864
278	7889
279	7902
280	7945
281	7978
282	7939
283	7885
284	7746
285	7730
286	7783
287	7882
288	7791
289	7884
290	7850
291	8027
292	8016
293	7749
294	7917
295	7740
296	7819
297	7776
298	7723
299	7541
300	7533
301	7464
302	7346
303	7264
304	7013
305	7047
306	6925
307	6856
308	6932
309	6694
310	6639
311	6794
312	6468
313	6606
314	6539
315	6584
316	6182
317	6421
318	6428
319	6346
320	6395
321	6425
322	6378
323	6353
324	6462
325	6403
326	6489
327	6416
328	6468
329	6471
330	6342
331	6320
332	6315
333	6361
334	6426
335	6295
336	6253
337	6283
338	6139
339	6256
340	6225
341	6270
342	6203
343	6223
344	6209
345	6200
346	6150
347	6076
348	6142
349	6057
350	6114
351	6018
352	6140
353	6053
354	5955
355	6004
356	5980
357	5844
358	5764
359	5867
360	5718
361	5775
362	5722
363	5812
364	5501
365	5775
366	5780
367	5560
368	5618
369	5588
370	5719
371	5540
372	5592
373	5573
374	5591
375	5815
376	5606
377	5826
378	5772
379	5699
380	5708
381	5631
382	5676
383	5553
384	5654
385	5579
386	5594
387	5635
388	5556
389	5521
390	5510
391	5550
392	5444
393	5402
394	5282
395	5276
396	5284
397	5240
398	5218
399	5163
400	5134
401	5119
402	5150
403	5089
404	5012
405	4956
406	5142
407	4976
408	5018
409	4792
410	4983
411	4867
412	4869
413	4753
414	4852
415	4672
416	4781
417	4820
418	4732
419	4662
420	4557
421	4783
422	4751
423	4693
424	4687
425	4675
426	4802
427	4768
428	4904
429	4842
430	4847
431	4793
432	4833
433	4814
434	4758
435	4762
436	4884
437	4717
438	4653
439	4631
440	4644
441	4746
442	4448
443	4458
444	4432
445	4419
446	4516
447	4383
448	4359
449	4317
450	4336
451	4282
452	4313
453	4338
454	4391
455	4229
456	4294
457	4122
458	4138
459	4183
460	4169
461	4096
462	4129
463	4125
464	4102
465	4149
466	4044
467	3982
468	4081
469	4043
470	3959
471	3991
472	4145
473	4061
474	3984
475	4041
476	3964
477	3952
478	4017
479	4076
480	4165
481	4010
482	3967
483	4075
484	4115
485	4090
486	4163
487	4260
488	4193
489	4066
490	4170
491	4188
492	4119
493	4177
494	4142
495	4137
496	4191
497	4124
498	4048
499	4230
500	3952
501	4026
502	4080
503	3981
504	3951
505	3929
506	3884
507	3783
508	3837
509	3903
510	3813
511	3669
512	3648
513	3645
514	3612
515	3663
516	3589
517	3639
518	3549
519	3598
520	3565
521	3519
522	3669
523	3554
524	3540
525	3570
526	3565
527	3533
528	3627
529	3561
530	3493
531	3698
532	3622
533	3621
534	3773
535	3773
536	3819
537	3746
538	3881
539	3764
540	3889
541	3822
542	3959
543	3838
544	3983
545	4017
546	3960
547	3898
548	3989
549	3777
550	3748
551	3640
552	3649
553	3702
554	3674
555	3454
556	3481
557	3370
558	3401
559	3321
560	3306
561	3198
562	3333
563	3040
564	3045
565	2995
566	3039
567	2983
568	2910
569	2841
570	2913
571	2895
572	2803
573	2958
574	2826
575	2846
576	2922
577	2847
578	2783
579	2955
580	2933
581	2911
582	2935
583	2958
584	2908
585	2965
586	2945
587	2965
588	3037
589	3106
590	3042
591	3188
592	3143
593	3145
594	3082
595	3095
596	3020
597	2903
598	2846
599	2855
600	2802
601	2733
602	2690
603	2500
604	2470
605	2343
606	2272
607	2318
608	2286
609	2221
610	2253
611	2193
612	2179
613	2138
614	2189
615	2176
616	2076
617	2172
618	2147
619	2071
620	2097
621	2096
622	2052
623	2054
624	2087
625	2106
626	2061
627	1997
628	1957
629	1954
630	1888
631	1845
632	1911
633	1916
634	1928
635	1819
636	1855
637	1811
638	1803
639	1783
640	1827
641	1792
642	1806
643	1655
644	1676
645	1791
646	1670
647	1631
648	1692
649	1628
650	1545
651	1588
652	1566
653	1559
654	1572
655	1458
656	1530
657	1605
658	1541
659	1502
660	1567
661	1572
662	1600
663	1546
664	1616
665	1621
666	1561
667	1599
668	1595
669	1476
670	1411
671	1431
672	1540
673	1375
674	1339
675	1366
676	1289
677	1246
678	1260
679	1201
680	1111
681	1139
682	1083
683	1069
684	979
685	1031
686	951
687	958
688	1015
689	935
690	1060
691	929
692	1008
693	991
694	1028
695	1014
696	1047
697	987
698	1052
699	1035
700	1034
701	1051
702	992
703	1003
704	961
705	904
706	951
707	946
708	910
709	890
710	912
711	910
712	852
713	822
714	852
715	821
716	779
717	783
718	742
719	728
720	680
721	661
722	650
723	633
724	600
725	605
726	560
727	509
728	519
729	492
730	501
731	514
732	481
733	456
734	460
735	440
736	460
737	454
738	484
739	500
740	467
741	520
742	471
743	532
744	482
745	552
746	510
747	479
748	512
749	495
750	519
751	491
752	468
753	478
754	437
755	443
756	408
757	448
758	391
759	377
760	341
761	350
762	344
763	287
764	315
765	286
766	281
767	288
768	243
769	265
770	271
771	231
772	209
773	242
774	220
775	200
776	210
777	208
778	211
779	207
780	220
781	217
782	210
783	185
784	167
785	212
786	180
787	197
788	171
789	158
790	162
791	161
792	153
793	160
794	146
795	165
796	128
797	141
798	122
799	121
800	164
801	139
802	130
803	124
804	112
805	129
806	137
807	138
808	120
809	133
810	133
811	120
812	130
813	126
814	138
815	141
816	109
817	158
818	148
819	140
820	118
821	129
822	123
823	132
824	131
825	105
826	115
827	128
828	113
829	102
830	100
831	92
832	88
833	84
834	80
835	57
836	79
837	69
838	61
839	62
840	48
841	50
842	49
843	40
844	49
845	43
846	41
847	33
848	36
849	45
850	34
851	35
852	27
853	38
854	41
855	47
856	44
857	34
858	37
859	29
860	30
861	38
862	36
863	33
864	46
865	47
866	34
867	37
868	34
869	29
870	35
871	31
872	27
873	16
874	28
875	22
876	24
877	16
878	11
879	19
880	11
881	16
882	4
883	11
884	15
885	3
886	8
887	12
888	8
889	9
890	8
891	11
892	5
893	5
894	7
895	10
896	4
897	2
898	9
899	5
900	5
901	8
902	3
903	5
904	4
905	6
906	3
907	6
908	4
909	4
910	4
911	7
912	6
913	6
914	5
915	4
916	4
917	6
918	3
919	3
920	3
921	2
922	4
923	6
924	3
925	7
926	2
927	5
928	7
929	4
930	3
931	4
932	4
933	2
934	11
935	8
936	5
937	2
938	5
939	6
940	4
941	4
942	2
943	6
944	3
945	6
946	6
947	4
948	2
949	3
950	3
951	5
952	3
953	5
954	3
955	3
956	3
957	4
958	8
959	5
960	4
961	4
962	3
963	1
964	2
965	3
966	3
967	4
968	6
969	6
970	5
971	2
972	6
973	3
974	3
975	4
976	3
977	4
978	3
979	4
980	7
981	3
982	7
983	1
984	4
985	3
986	1
987	3
988	5
989	7
990	1
991	2
992	3
993	1
994	5
995	4
996	4
997	1
998	3
999	4
1000	3
1001	3
1002	1
1003	4
1004	3
1005	3
1006	3
1007	3
1008	7
1009	1
1010	0
1011	2
1012	6
1013	4
1014	6
1015	5
1016	2
1017	2
1018	2
1019	3
1020	1
1021	2
1022	1
1023	0
1024	0
	
