1	3482
2	3600
3	149003
4	380597
5	524032
6	548300
7	758876
8	889887
9	882827
10	905262
11	946069
12	833736
13	761521
14	711652
15	719328
16	740602
17	655997
18	582023
19	526318
20	484991
21	448103
22	409351
23	378204
24	351104
25	331401
26	319645
27	308158
28	283865
29	257946
30	241530
31	226182
32	211270
33	197362
34	184640
35	170593
36	161511
37	156019
38	152918
39	150547
40	147504
41	146414
42	142541
43	138930
44	135894
45	145468
46	175843
47	231378
48	301082
49	354983
50	355250
51	298493
52	214195
53	151981
54	118798
55	102796
56	94179
57	89075
58	86498
59	84113
60	81505
61	77864
62	76242
63	75453
64	75090
65	74881
66	73946
67	72482
68	71315
69	69505
70	68337
71	67563
72	67045
73	65874
74	65793
75	65012
76	63981
77	63693
78	62417
79	62076
80	60815
81	60099
82	60400
83	59845
84	60017
85	59890
86	60007
87	59906
88	59314
89	58246
90	56335
91	55274
92	53512
93	52844
94	52132
95	52076
96	51426
97	51733
98	51750
99	52017
100	51937
101	52556
102	52191
103	51218
104	50578
105	49453
106	48140
107	47315
108	46002
109	45938
110	45548
111	45369
112	45617
113	45403
114	45374
115	45532
116	45554
117	45549
118	45744
119	45368
120	44363
121	44037
122	42749
123	42151
124	41395
125	41166
126	40908
127	41042
128	40631
129	40236
130	39577
131	39324
132	39105
133	38915
134	38375
135	38282
136	37670
137	37083
138	37023
139	36967
140	36662
141	35996
142	36082
143	35441
144	35138
145	34353
146	33996
147	33778
148	33069
149	33147
150	32462
151	32416
152	31697
153	31288
154	30931
155	30626
156	30487
157	30037
158	30060
159	29757
160	29557
161	29363
162	29682
163	29762
164	29905
165	30298
166	31018
167	31920
168	32503
169	33458
170	34350
171	35331
172	35831
173	35335
174	35475
175	34883
176	34162
177	32860
178	31489
179	30612
180	29197
181	28475
182	27422
183	26749
184	26107
185	25622
186	25591
187	25104
188	24419
189	24274
190	23502
191	22670
192	22091
193	21306
194	20246
195	19611
196	18527
197	17975
198	17298
199	16772
200	16196
201	15540
202	15273
203	14942
204	14953
205	15296
206	15496
207	16176
208	17035
209	18686
210	20726
211	23555
212	26935
213	30408
214	34611
215	38325
216	41876
217	44099
218	44697
219	44298
220	41233
221	37746
222	33271
223	28693
224	24087
225	19710
226	16562
227	14273
228	12246
229	11202
230	10507
231	9944
232	9456
233	9441
234	9230
235	9188
236	9133
237	9038
238	9295
239	9138
240	9078
241	9105
242	9114
243	9260
244	9032
245	9246
246	9078
247	9227
248	9089
249	9197
250	9202
251	8910
252	8853
253	8891
254	8818
255	8601
256	8750
257	8483
258	8481
259	8393
260	8324
261	8264
262	8326
263	8253
264	8082
265	8110
266	8078
267	8065
268	7857
269	7970
270	7892
271	7894
272	7798
273	7825
274	7813
275	7688
276	7657
277	7787
278	7651
279	7764
280	7646
281	7478
282	7793
283	7506
284	7874
285	7731
286	7757
287	7871
288	7882
289	7822
290	7795
291	7900
292	7811
293	7969
294	7677
295	7811
296	7622
297	7639
298	7443
299	7401
300	7393
301	7117
302	7051
303	7134
304	6901
305	6887
306	6880
307	6848
308	6559
309	6735
310	6638
311	6574
312	6622
313	6615
314	6631
315	6575
316	6450
317	6609
318	6530
319	6632
320	6451
321	6502
322	6488
323	6496
324	6493
325	6453
326	6311
327	6507
328	6354
329	6453
330	6457
331	6348
332	6371
333	6439
334	6453
335	6412
336	6328
337	6231
338	6296
339	6294
340	6440
341	6244
342	6227
343	6257
344	6261
345	6144
346	6129
347	6148
348	6205
349	6006
350	6101
351	6023
352	6060
353	6012
354	5909
355	5794
356	5961
357	6024
358	5920
359	5807
360	5893
361	5610
362	5817
363	5729
364	5698
365	5695
366	5829
367	5798
368	5727
369	5656
370	5736
371	5801
372	5602
373	5581
374	5639
375	5669
376	5615
377	5844
378	5657
379	5558
380	5656
381	5721
382	5604
383	5603
384	5567
385	5353
386	5557
387	5414
388	5391
389	5310
390	5444
391	5349
392	5257
393	5121
394	5246
395	5199
396	5246
397	5038
398	5134
399	5128
400	5184
401	5038
402	5028
403	5011
404	4916
405	4926
406	4825
407	4917
408	4970
409	4876
410	4761
411	4866
412	4725
413	4926
