1	3482
2	3600
3	72435
4	297978
5	551052
6	553216
7	792074
8	991516
9	994291
10	1019170
11	1045811
12	972748
13	890125
14	828285
15	795433
16	801888
17	729325
18	651099
19	590088
20	543812
21	506658
22	465245
23	431870
24	399220
25	373123
26	352757
27	338630
28	316216
29	291376
30	270397
31	253304
32	237213
33	222114
34	208027
35	194028
36	182542
37	173911
38	168469
39	164772
40	160499
41	157258
42	153726
43	148606
44	143510
45	145507
46	158931
47	189603
48	236754
49	282420
50	302759
51	280319
52	230796
53	180184
54	147972
55	128377
56	111680
57	98332
58	91348
59	87728
60	84457
61	81541
62	79816
63	77519
64	76934
65	76883
66	75867
67	74590
68	73245
69	71545
70	69879
71	68660
72	67768
73	66917
74	66545
75	65990
76	66418
77	65788
78	66008
79	66371
80	66790
81	66604
82	64668
83	63376
84	61085
85	60102
86	58944
87	58334
88	58324
89	57061
90	55718
91	54605
92	53309
93	51899
94	51203
95	50650
96	50201
97	49522
98	49231
99	49872
100	49723
101	49851
102	49774
103	49676
104	48592
105	47730
106	46892
107	45548
108	44389
109	44286
110	43636
111	43788
112	44146
113	45059
114	45333
115	46203
116	47345
117	46836
118	46765
119	46148
120	44841
121	43295
122	41472
123	40658
124	39315
125	38390
126	38177
127	37754
128	37540
129	37604
130	37074
131	36970
132	36401
133	36063
134	35784
135	35346
136	35244
137	34701
138	34559
139	34294
140	33910
141	33177
142	32961
143	32690
144	32200
145	32286
146	32200
147	31423
148	31298
149	30804
150	30352
151	29895
152	29485
153	29291
154	28851
155	28901
156	28585
157	27848
158	28102
159	27961
160	27515
161	27505
162	27385
163	26999
164	26950
165	27439
166	27480
167	27513
168	27993
169	28837
170	29020
171	29615
172	30071
173	30439
174	30260
175	29915
176	29313
177	28949
178	27938
179	27115
180	25694
181	25335
182	24758
183	23721
184	23181
185	22984
186	22740
187	22552
188	22649
189	22944
190	22611
191	22690
192	22587
193	22353
194	21838
195	20800
196	20003
197	18899
198	17747
199	16902
200	16215
201	15334
202	14798
203	14495
204	14378
205	14024
206	13972
207	14186
208	14300
209	15079
210	16065
211	17483
212	19231
213	21024
214	23673
215	26395
216	29131
217	31512
218	32957
219	33891
220	33437
221	31893
222	29910
223	26948
224	23421
225	20478
226	17391
227	15214
228	13229
229	11628
230	11022
231	10622
232	10166
233	9871
234	9731
235	9554
236	9591
237	9501
238	9384
239	9479
240	9457
241	9510
242	9552
243	9699
244	9553
245	9653
246	9536
247	9485
248	9378
249	9436
250	9416
251	9152
252	9160
253	9042
254	9199
255	8914
256	9022
257	8847
258	8674
259	8672
260	8609
261	8735
262	8519
263	8578
264	8529
265	8290
266	8333
267	8198
268	8109
269	8158
270	8069
271	8159
272	8081
273	8268
274	7912
275	8212
276	8209
277	7963
278	8355
279	8270
280	8218
281	8047
282	8289
283	8104
284	8143
285	8010
286	7863
287	8013
288	8058
289	7906
290	8102
291	8042
292	8052
293	8123
294	8186
295	8125
296	7858
297	8114
298	7814
299	7826
300	7557
301	7519
302	7392
303	7407
304	7221
305	7123
306	7105
307	7038
308	6831
309	6867
310	6839
311	6675
312	6698
313	6482
314	6465
315	6651
316	6574
317	6567
318	6611
319	6404
320	6486
321	6511
322	6388
323	6660
324	6666
325	6460
326	6495
327	6313
328	6482
329	6446
330	6414
331	6520
332	6445
333	6390
334	6379
335	6349
336	6476
337	6372
338	6281
339	6392
340	6458
341	6072
342	6335
343	6242
344	6315
345	6308
346	6302
347	6224
348	6341
349	6128
350	6175
351	6181
352	6031
353	6151
354	6046
355	6070
356	5944
357	5941
358	5964
359	5933
360	5867
361	5810
362	5952
363	5858
364	5822
365	5743
366	5717
367	5788
368	5839
369	5767
370	5706
371	5612
372	5772
373	5567
374	5651
375	5782
376	5777
377	5783
378	5760
379	5808
380	5711
381	5749
382	5745
383	5690
384	5814
385	5719
386	5717
387	5835
388	5628
389	5586
390	5557
391	5579
392	5528
393	5497
394	5390
395	5384
396	5421
397	5401
398	5341
399	5279
400	5258
401	5244
402	5356
403	5042
404	5112
405	5042
406	4968
407	5087
408	5101
409	4970
410	4987
411	4855
412	5085
