62.66700308	98.43925698	226.7496504
60.67462666	86.90475544	222.2327815
81.98134844	102.8625562	268.9533968
125.5473611	206.787621	423.8171181
167.4808887	355.0770888	638.3591425
172.428582	252.3147824	652.2584849
165.5525671	184.020335	630.2233746
160.9528787	189.2118091	620.7933421
154.4538189	194.3278695	591.0612428
140.1039836	194.6846704	550.4103373
125.4265827	190.8855684	510.2940469
114.3090212	181.4183934	470.9659236
104.9791234	168.8739404	430.3159703
96.15198433	153.9612765	385.8997831
87.26040582	137.4060246	340.8575796
79.47084141	125.091919	305.7720226
73.69095983	119.2793879	282.4691926
69.61893061	118.4037189	264.2676766
66.3783266	120.6769404	247.7624408
62.77070255	118.662481	230.4395709
58.40025421	106.0143707	209.5684761
54.19860894	88.68303153	187.7901563
50.85333286	75.49747934	169.8204312
48.01512041	67.60354785	156.4440338
45.21646282	62.33184566	145.6467313
42.34772461	57.94985714	135.5538718
39.42898855	53.80125394	125.6120798
36.59650048	49.76239367	116.4886169
34.06033955	45.98222099	108.7918571
31.91213376	42.6316918	102.3462336
30.09539996	39.76788338	96.62914654
28.52090252	37.35264411	91.28187957
27.14272868	35.38636976	86.2288786
25.92746977	33.94831482	81.59320815
24.80258917	33.0166954	77.52713025
23.73261007	32.38640262	74.19560489
22.79230332	31.86440929	71.7629878
22.11246384	31.57350016	70.41873416
21.75781518	31.96591778	70.41615671
21.66400659	33.3991088	72.04007115
21.69476703	35.658285	75.53741856
21.76466306	38.08811077	81.031882
21.98233054	40.36366116	88.44763314
22.68309897	42.91081919	97.28429592
24.18774672	46.32687531	106.4402676
26.32467708	50.22457056	113.8097091
28.17744869	52.76496504	116.1403891
28.55033895	51.68387433	110.1941953
26.90604948	46.2330087	95.47063158
23.83733709	38.07497014	75.6762612
20.52477622	30.00149789	56.63049687
17.81472843	23.82643597	42.34704852
15.86963687	19.67940817	33.39495352
14.49194011	16.90019144	28.32777796
13.48660614	14.96510784	25.5206244
12.76457705	13.69139173	23.95938186
12.28855804	13.00957544	23.13714537
12.01471433	12.78354557	22.76511877
11.88686895	12.83634998	22.6468511
11.83696305	13.02054863	22.63306538
11.79106217	13.23843027	22.60096324
11.68331223	13.40346034	22.43877411
11.47322122	13.41364716	22.0516628
11.15780826	13.1786584	21.39837268
10.76914281	12.6815977	20.52884824
10.35624485	12.00009204	19.57367911
9.96538626	11.2666321	18.68954796
9.62091408	10.59277714	17.9801788
9.3278861	10.03511853	17.47161398
9.08387313	9.60228433	17.12922732
8.89162225	9.28466029	16.89947077
8.76101643	9.07455485	16.73983153
8.69591722	8.95888324	16.6189266
8.68225551	8.90554976	16.50404877
8.68916358	8.86361002	16.35678338
8.68269891	8.78333331	16.14387449
8.64214683	8.64547959	15.858293
8.56767625	8.47548215	15.52869735
8.47666514	8.33036913	15.20823254
8.39566703	8.27024019	14.9554548
8.35098103	8.32909198	14.81342766
8.36043306	8.49976353	14.80172463
8.42336998	8.73102269	14.90999027
8.5148054	8.93889117	15.09583861
8.58922227	9.02913835	15.28739053
8.59819029	8.93283459	15.39949657
8.51137472	8.6350691	15.35626995
8.32940725	8.18243016	15.11490471
8.07829218	7.65838549	14.67629139
7.79433765	7.14974263	14.08592823
7.50621098	6.71383102	13.41810239
7.23053491	6.37438464	12.75999298
6.97498208	6.13008857	12.18860801
6.74613012	5.97111993	11.75436665
6.55770845	5.89380842	11.4823548
6.43071081	5.90479309	11.3781601
6.38822896	6.01821122	11.43797267
6.44646521	6.24394586	11.64992453
6.60281292	6.57180553	11.98423326
6.82680341	6.95576871	12.37867
7.06026948	7.31373879	12.73685905
7.23221197	7.54911735	12.94902173
7.28040124	7.58271707	12.92614647
7.17824528	7.38879925	12.63747643
6.94537762	7.0092452	12.13311175
6.63056957	6.52159206	11.50499216
6.30238107	6.02639939	10.87775527
6.01861133	5.60215716	10.35102149
5.80297017	5.2747562	9.95855304
5.66359108	5.0492582	9.70413363
5.5836961	4.89812853	9.54751505
5.54383885	4.79727599	9.44941757
5.52263529	4.72380545	9.37343381
5.50601686	4.66914779	9.30168221
5.48821939	4.63375656	9.22969904
5.47150781	4.62303967	9.15841531
5.46451113	4.64507525	9.09264321
5.47621241	4.70720187	9.03111276
5.51048449	4.81184136	8.97098386
5.56331747	4.95921439	8.9046847
5.62008318	5.13529801	8.8286568
5.66325652	5.32034743	8.7407862
5.67505313	5.4776883	8.64677334
5.64670105	5.5676723	8.55650703
5.57914073	5.56140136	8.47771241
5.48439313	5.44853447	8.41858575
5.37582861	5.24172071	8.3794699
5.26989482	4.98072803	8.35764277
5.17425832	4.70472915	8.3458846
5.09527188	4.45746287	8.33731445
5.0318682	4.25654109	8.32631565
4.98383701	4.10924829	8.31008709
4.950219	4.0071078	8.28790587
4.92920933	3.9326712	8.25881062
4.91957968	3.87321577	8.22229897
4.91813365	3.81799541	8.17587053
4.92054646	3.76432971	8.11910568
4.9217713	3.71146163	8.05114572
4.9171971	3.66239274	7.97532578
4.90410635	3.62040062	7.89741099
4.88163206	3.58724816	7.82147557
4.85182711	3.56605623	7.75365516
4.81729327	3.5589453	7.69475276
4.78257184	3.56843307	7.6452462
4.75048332	3.59600852	7.60098988
4.72391013	3.63986982	7.55869299
4.70266735	3.69588246	7.51357295
4.68541068	3.75456568	7.46367521
4.6691539	3.80367152	7.40943051
4.64989807	3.83244741	7.35189978
4.62496443	3.83172402	7.29635094
4.59207128	3.79817814	7.24704459
4.55176136	3.7351402	7.21059845
4.5045432	3.64867613	7.19113272
4.4532292	3.54888388	7.19216599
4.40147211	3.44593313	7.21391436
4.35166774	3.34456748	7.25475411
4.30830603	3.25113496	7.30968939
4.27369379	3.16621841	7.37436322
4.25095689	3.09328074	7.44176529
4.24101279	3.03260014	7.50804129
4.24437385	2.98734663	7.56760527
4.26076394	2.95829985	7.61839433
4.28995829	2.94685402	7.65726857
4.33209449	2.95244926	7.68220611
4.39003703	2.97374058	7.69249159
4.46566463	3.0086526	7.68736845
4.56360558	3.05723465	7.66689603
4.68299238	3.11979079	7.63218279
4.82340556	3.20107131	7.58327387
4.97370031	3.30389326	7.52137928
5.12305411	3.43374907	7.44447412
5.25228542	3.5891109	7.35149297
5.3430592	3.76116945	7.24187291
5.38409158	3.93936324	7.11257707
5.36932613	4.10025621	6.96758241
5.30248208	4.22442611	6.80801438
5.19692242	4.28883387	6.64370132
5.06742376	4.28069834	6.47942136
4.93249922	4.19501702	6.32504158
4.80764362	4.04112913	6.18845493
4.69900018	3.83303134	6.07071309
4.61176572	3.59788272	5.97507074
4.54276455	3.35529358	5.89779881
4.48972876	3.13109361	5.83704447
4.44747618	2.93545989	5.78747929
4.41381984	2.77966345	5.74653746
4.3865021	2.66126158	5.7109523
4.36566312	2.57819125	5.68027907
4.3518231	2.52469008	5.65523768
4.34494435	2.49315582	5.63662629
4.34457686	2.47857494	5.62615957
