0,0
0.009775,202307920.9
0.01955,9254299.409
0.029326,8960245.79
0.039101,11713785.88
0.048876,18378968.98
0.058651,25797927.08
0.068426,25707928.11
0.078201,24346594.35
0.087977,23817261.43
0.097752,22888229.93
0.10753,21026669.45
0.1173,19145573.29
0.12708,17596916.36
0.13685,16152277.1
0.14663,14685925.92
0.1564,13193540.94
0.16618,11945151.21
0.17595,11091327.39
0.18573,10511146.36
0.1955,10051232.1
0.20528,9505864.478
0.21505,8766122.282
0.22483,8002803.601
0.2346,7393116.94
0.24438,6905858.374
0.25415,6465057.751
0.26393,6041053.726
0.2737,5623888.366
0.28348,5228819.495
0.29326,4869370.82
0.30303,4555318.748
0.31281,4284406.838
0.32258,4050302.782
0.33236,3847836.826
0.34213,3670570.95
0.35191,3511715.943
0.36168,3368148.12
0.37146,3245892.249
0.38123,3170894.33
0.39101,3145621.28
0.40078,3167968.333
0.41056,3225543.546
0.42033,3307368.365
0.43011,3421892.098
0.43988,3600455.496
0.44966,3866853.895
0.45943,4177163.767
0.46921,4405723.765
0.47898,4370083.85
0.48876,4011322.221
0.49853,3439167.725
0.50831,2853365.729
0.51808,2384952.282
0.52786,2066488.172
0.53763,1854741.814
0.54741,1711046.039
0.55718,1615109.607
0.56696,1556855.666
0.57674,1526960.873
0.58651,1516174.421
0.59629,1512215.39
0.60606,1510696.116
0.61584,1498913.983
0.62561,1475895.784
0.63539,1436599.441
0.64516,1387848.563
0.65494,1331533.176
0.66471,1278488.78
0.67449,1229986.89
0.68426,1189589.872
0.69404,1155221.147
0.70381,1130106.008
0.71359,1111982.897
0.72336,1103549.792
0.73314,1100572.25
0.74291,1100128.939
0.75269,1098081.301
0.76246,1090594.29
0.77224,1082345.387
0.78201,1070787.766
0.79179,1062171.215
0.80156,1058788.123
0.81134,1064215.193
0.82111,1074852.186
0.83089,1089434.644
0.84066,1098383.403
0.85044,1098783.109
0.86022,1083377.445
0.86999,1051629.809
0.87977,1012254.98
0.88954,968063.5265
0.89932,926456.763
0.90909,888864.8896
0.91887,855935.5377
0.92864,830685.1601
0.93842,811059.2591
0.94819,799809.3233
0.95797,799174.0768
0.96774,811019.9568
0.97752,834263.1811
0.98729,865918.4628
0.99707,896136.24
1.0068,918677.2826
1.0166,923192.2869
1.0264,908993.5653
1.0362,876683.2982
1.0459,834323.4889
1.0557,789466.0167
1.0655,750933.1545
1.0753,722375.1684
1.085,702774.1838
1.0948,691910.4596
1.1046,686463.085
1.1144,683213.0417
1.1241,681083.3221
1.1339,679830.6883
1.1437,677538.5052
1.1535,678255.5366
1.1632,678954.2576
1.173,682833.2631
1.1828,689054.6533
1.1926,694367.9121
1.2023,698889.7084
1.2121,698431.7572
1.2219,693947.8158
1.2317,685696.6615
1.2414,674116.2642
1.2512,660533.6149
1.261,649101.6123
1.2708,637934.317
1.2805,628575.5658
1.2903,622573.912
1.3001,617256.3169
1.3099,613773.1421
1.3196,610097.6496
1.3294,608370.2422
1.3392,606699.7135
1.349,604529.1029
1.3587,602128.7003
1.3685,599861.1275
1.3783,597059.8685
1.3881,593139.5226
1.3978,590000.0496
1.4076,586411.1731
1.4174,583003.0382
1.4272,579957.2929
1.437,576884.7117
1.4467,574998.8747
1.4565,573588.9536
1.4663,571065.2265
1.4761,568107.4573
1.4858,563966.4561
1.4956,558448.8413
1.5054,554093.8018
1.5152,548393.5145
1.5249,542533.9958
1.5347,537403.5779
1.5445,533104.4755
1.5543,529978.1042
1.564,528599.7186
1.5738,527814.5099
1.5836,528013.1221
1.5934,529263.2897
1.6031,533118.3698
1.6129,536316.4899
1.6227,541302.6122
1.6325,548098.9955
1.6422,556274.7695
