0,0,0,0
0.009775,4163.420744,1895.552906,1417.133157
0.01955,226.4362837,72.10956428,62.70733984
0.029326,224.3522235,62.97746484,60.86948906
0.039101,270.8948493,75.45669841,82.481914
0.048876,425.5479006,150.7830021,126.160776
0.058651,641.60197,258.98974,167.876536
0.068426,654.4796741,188.8205429,172.7617102
0.078201,632.9147163,143.824708,165.7964721
0.087977,622.8305987,147.7992018,161.1204922
0.097752,592.2739049,151.3679415,154.5293094
0.10753,550.9346302,151.1535166,140.0425016
0.1173,512.501247,148.3412556,125.3778943
0.12708,473.9582449,142.261378,114.3366391
0.13685,430.762377,133.714107,105.0756549
0.14663,383.5023979,122.7378711,96.23523229
0.1564,337.2670841,109.8027846,87.21589573
0.16618,302.4747902,99.39262771,79.26477032
0.17595,280.4149809,93.81850588,73.49906036
0.18573,263.3832856,92.46047534,69.52708749
0.1955,247.6862758,93.90101142,66.35359228
0.20528,230.7178635,92.04900477,62.78195796
0.21505,210.0264622,82.18968073,58.43960853
0.22483,188.571632,69.24886008,54.24342674
0.2346,170.6353066,59.75448285,50.8764144
0.24438,156.4855699,54.156214,47.99440535
0.25415,144.7631516,50.36527513,45.15536482
0.26393,134.5567375,47.02171463,42.25710593
0.2737,125.4017592,43.6425368,39.35186858
0.28348,117.0352944,40.27550477,36.55775982
0.29326,109.3769356,37.15149132,34.0480804
0.30303,102.4101248,34.36499466,31.89506799
0.31281,96.19718052,31.8967539,30.04551389
0.32258,90.81008682,29.76281595,28.44573754
0.33236,86.10573689,28.01402207,27.06639236
0.34213,81.87594123,26.68834347,25.85951998
0.35191,78.06031504,25.74762508,24.73636542
0.36168,74.83438768,25.1208002,23.67093952
0.37146,72.44837539,24.78312581,22.75158607
0.38123,71.16292705,24.84236184,22.10841441
0.39101,71.24084827,25.51451254,21.78067672
0.40078,72.97300046,26.89942475,21.69249122
0.41056,76.63095917,28.7301218,21.71788873
0.42033,82.346922,30.5015453,21.78883692
0.43011,90.00766999,32.03552695,22.01460129
0.43988,99.0513721,33.744764,22.71644165
0.44966,108.3420986,36.14719465,24.2062161
0.45943,115.7459005,38.98659879,26.31683547
0.46921,117.9606027,40.91424728,28.15175462
0.47898,111.6526556,40.22967813,28.51468332
0.48876,96.30061435,36.31468967,26.86450403
0.49853,75.83482866,30.31517257,23.79438648
0.50831,56.2469549,24.19350454,20.47647679
0.51808,41.69465388,19.28869016,17.7621698
0.52786,32.70600887,15.78608758,15.81567207
0.53763,27.71301849,13.34052209,14.44206408
0.54741,24.974374,11.66744978,13.44492654
0.55718,23.44564575,10.66587061,12.73994443
0.56696,22.61723666,10.24265675,12.28256732
0.57674,22.226687,10.24133808,12.02280622
0.58651,22.09674853,10.47817458,11.89789104
0.59629,22.08472441,10.80370241,11.84024987
0.60606,22.0618482,11.11741483,11.78346162
0.61584,21.91035796,11.34640167,11.66976945
0.62561,21.54641886,11.41534715,11.46278124
0.63539,20.95288538,11.25572267,11.15579983
0.64516,20.19577151,10.84791356,10.77411712
0.65494,19.38715398,10.24850258,10.36151816
0.66471,18.62964953,9.56970276,9.96419589
0.67449,17.96904879,8.91777615,9.61118641
0.68426,17.40743252,8.35732752,9.31376172
0.69404,16.93318164,7.90626712,9.07173937
0.70381,16.54895155,7.56455598,8.8873642
0.71359,16.26166124,7.32989232,8.76548583
0.72336,16.06461256,7.20169865,8.70619309
0.73314,15.92351209,7.16943991,8.69377115
0.74291,15.78761506,7.20798642,8.69769335
0.75269,15.61239482,7.28323667,8.6852625
0.76246,15.38371368,7.36480685,8.63765811
0.77224,15.1244673,7.43580692,8.55744325
0.78201,14.88683784,7.49322459,8.46526464
0.79179,14.73055518,7.54431847,8.38958802
