0,0
0.009775,202303052.2
0.01955,9256192.464
0.029326,8960245.79
0.039101,11711706.88
0.048876,18379386.62
0.058651,25793570.7
0.068426,25709173.19
0.078201,24347041.45
0.087977,23818347.22
0.097752,22889349.4
0.10753,21025131.63
0.1173,19146214.45
0.12708,17595860.14
0.13685,16152330.33
0.14663,14685925.92
0.1564,13192288.26
0.16618,11945151.21
0.17595,11092240.9
0.18573,10511146.36
0.1955,10051232.1
0.20528,9505864.478
0.21505,8766122.282
0.22483,8002547.595
0.2346,7391539.335
0.24438,6905858.374
0.25415,6466820.749
0.26393,6041495.114
0.2737,5625629.818
0.28348,5228883.974
0.29326,4870092.309
0.30303,4557257.994
0.31281,4285490.733
0.32258,4050302.782
0.33236,3847836.826
0.34213,3671594.845
0.35191,3511715.943
0.36168,3366645.831
0.37146,3247473.619
0.38123,3170894.33
0.39101,3145621.28
0.40078,3167973.374
0.41056,3225399.683
0.42033,3307368.365
0.43011,3421892.098
0.43988,3599605.526
0.44966,3865514.543
0.45943,4179008.54
0.46921,4403923.962
0.47898,4370291.67
0.48876,4012603.443
0.49853,3440938.66
0.50831,2852052.273
0.51808,2386050.42
0.52786,2066488.172
0.53763,1854741.814
0.54741,1710910.892
0.55718,1615109.607
0.56696,1556855.666
0.57674,1526960.873
0.58651,1515538.335
0.59629,1512909.255
0.60606,1510138.792
0.61584,1499544.541
0.62561,1475895.784
0.63539,1437666.064
0.64516,1387848.563
0.65494,1332508.382
0.66471,1278413.112
0.67449,1229986.89
0.68426,1189023.772
0.69404,1155568.425
0.70381,1129871.495
0.71359,1112464.119
0.72336,1103282.421
0.73314,1100306.635
0.74291,1099725.35
0.75269,1097482.565
0.76246,1091251.016
0.77224,1081347.067
0.78201,1070327.088
0.79179,1061707.539
0.80156,1058788.123
0.81134,1063422.097
0.82111,1074852.186
0.83089,1089032.27
0.84066,1099236.118
0.85044,1098541.231
0.86022,1082795.372
0.86999,1052531.345
0.87977,1012254.98
0.88954,968272.536
0.89932,925802.4786
0.90909,887995.8502
0.91887,855878.7532
0.92864,829845.2789
0.93842,810560.3033
0.94819,799673.4356
0.95797,799308.8917
0.96774,811019.9568
0.97752,834263.1811
0.98729,865060.015
0.99707,896096.9676
1.0068,918136.0315
1.0166,923632.4608
1.0264,908993.5653
1.0362,876683.2982
1.0459,834323.4889
1.0557,789815.5032
1.0655,750933.1545
1.0753,721695.0942
1.085,702774.1838
1.0948,691910.4596
1.1046,686463.085
1.1144,683695.3209
1.1241,681736.137
1.1339,679769.7639
1.1437,678059.6622
1.1535,677488.6287
1.1632,678954.2576
1.173,682833.2631
1.1828,688498.7746
1.1926,694367.9121
1.2023,698340.0016
1.2121,698670.3476
1.2219,694364.0108
1.2317,685696.6615
1.2414,674116.2642
1.2512,661188.7037
1.261,648716.2358
1.2708,637831.0491
1.2805,629066.8549
1.2903,622179.5625
1.3001,616952.3387
1.3099,613023.1963
1.3196,610097.6496
1.3294,607824.7656
1.3392,605936.6374
1.349,604119.6925
1.3587,602115.418
1.3685,599692.905
1.3783,596805.172
1.3881,593510.467
1.3978,590000.0496
1.4076,586411.1731
1.4174,583003.0382
1.4272,579957.2929
1.437,577349.3355
1.4467,575118.1235
1.4565,572971.6211
1.4663,570578.1071
1.4761,567583.2209
1.4858,563799.0725
1.4956,559118.493
1.5054,553759.3636
1.5152,548066.2344
1.5249,542515.2698
1.5347,537403.5779
1.5445,533140.1641
1.5543,529978.1042
1.564,528073.8248
1.5738,527425.8154
1.5836,528013.1221
1.5934,529741.8824
1.6031,532494.2192
1.6129,536316.4899
1.6227,541302.6122
1.6325,547714.0925
1.6422,555813.5035
1.652,566085.4958
1.6618,578542.8497
1.6716,592825.2457
1.6813,607832.2533
1.6911,622380.1159
1.7009,634476.2146
1.7107,642338.227
1.7204,644694.1919
1.7302,641159.167
1.74,632193.862
1.7498,619113.1214
1.7595,603834.5437
1.7693,587794.3133
1.7791,572568.7584
1.7889,559061.0427
1.7986,547753.16
1.8084,538393.4829
1.8182,530877.8218
1.828,524924.0015
1.8377,520343.2713
1.8475,516897.1584
1.8573,514555.952
1.8671,513246.2644
1.8768,512848.8197
1.8866,513151.7669
1.8964,513856.2708
1.9062,514561.5819
1.9159,514803.0909
1.9257,514096.7039
1.9355,511957.1659
1.9453,507958.1903
1.955,501839.1026
1.9648,493264.1052
1.9746,482227.7401
1.9844,468850.0277
1.9941,453600.4026
2.0039,436632.0187
2.0137,418696.8408
2.0235,400481.1647
2.0332,382872.2863
2.043,366185.5394
2.0528,351234.0033
2.0626,338589.8348
2.0723,328889.6586
2.0821,322536.3561
2.0919,320411.4891
2.1017,323552.2696
2.1114,333212.0154
2.1212,351322.7628
2.131,379783.6023
2.1408,420440.1642
2.1505,473872.7992
2.1603,541091.9665
2.1701,619602.3026
2.1799,705059.8514
2.1896,789991.3634
2.1994,867956.7498
2.2092,929353.7231
2.219,966539.7671
2.2287,974528.4463
2.2385,952063.6153
2.2483,901421.1461
2.2581,828554.8671
2.2678,742564.9084
2.2776,650425.9819
2.2874,560951.7072
2.2972,480200.5225
2.3069,412438.246
2.3167,357561.1384
2.3265,315793.8448
2.3363,285415.3645
2.346,264362.2584
2.3558,249964.2444
2.3656,240519.0089
2.3754,234487.0989
2.3851,230781.8723
2.3949,228571.4726
2.4047,227406.9304
2.4145,226972.337
2.4242,227061.9922
2.434,227539.2429
2.4438,228293.8907
2.4536,229219.5181
2.4633,230193.0104
2.4731,231113.9956
2.4829,231850.802
2.4927,232296.6512
2.5024,232378.7409
2.5122,232072.2209
2.522,231400.6049
2.5318,230437.6068
2.5415,229299.1974
2.5513,228069.8321
2.5611,226849.2686
2.5709,225687.1703
2.5806,224597.5665
2.5904,223520.4097
2.6002,222404.4953
2.61,221183.6485
2.6197,219823.5331
2.6295,218277.4043
2.6393,216573.6949
2.6491,214755.8516
2.6588,212901.4497
2.6686,211029.1665
2.6784,209200.4924
2.6882,207434.7252
2.6979,205744.044
2.7077,204070.2417
2.7175,202399.1007
2.7273,200701.7486
2.737,198979.872
2.7468,197199.4301
2.7566,195397.3597
2.7664,193606.775
2.7761,191884.6901
2.7859,190233.7711
2.7957,188703.3508
2.8055,187314.3852
2.8152,186090.1405
2.825,185011.597
2.8348,184099.9809
2.8446,183372.1773
2.8543,182864.5298
2.8641,182617.2807
2.8739,182705.672
2.8837,183209.9698
2.8935,184210.3144
2.9032,185752.2272
2.913,187898.6825
2.9228,190618.8737
2.9326,193833.2808
2.9423,197358.4601
2.9521,201061.4896
2.9619,204653.7167
2.9717,207858.8279
2.9814,210386.403
2.9912,212061.1505
3.001,212690.5753
3.0108,212197.6614
3.0205,210618.8533
3.0303,208019.4657
3.0401,204573.6264
3.0499,200482.7659
3.0596,196004.8985
3.0694,191239.934
3.0792,186392.3452
3.089,181581.2239
3.0987,176934.0747
3.1085,172405.7293
3.1183,168078.7639
3.1281,163981.2676
3.1378,160180.7936
3.1476,156632.8117
3.1574,153414.3891
3.1672,150559.5786
3.1769,148117.3806
3.1867,146050.3268
3.1965,144383.1112
3.2063,143097.3702
3.216,142168.5101
3.2258,141534.01
3.2356,141153.5346
3.2454,140970.8379
3.2551,140928.0497
