Na,Cl,Water,Fe,Cu
1.25793184,0.26193281,0.58129871,2.75173426,3.38331074
1.25583382,0.26018902,0.57505299,2.74587956,3.35379569
1.25492398,0.25902335,0.56923826,2.73834859,3.32475877
1.25481069,0.25841287,0.56372712,2.72850119,3.29623858
1.2550501,0.25832742,0.55853951,2.71614267,3.26913075
1.25513947,0.25867983,0.55361222,2.70141321,3.2441732
1.25458603,0.25934109,0.54892171,2.68420881,3.22119845
1.25292062,0.2601821,0.54430421,2.66526667,3.20085872
1.24976259,0.2610428,0.5397534,2.6447305,3.18275814
1.24483909,0.26177032,0.53523062,2.62362781,3.16714609
1.23808482,0.26222225,0.53076119,2.60215768,3.15346516
1.22934964,0.26229232,0.52624775,2.58133939,3.14168899
1.21881089,0.26188772,0.5217421,2.56123477,3.13123202
1.20669956,0.26095658,0.51725501,2.54241975,3.12188221
1.19347766,0.25950094,0.51284175,2.52526407,3.11341293
1.17925049,0.25750965,0.50841539,2.50945801,3.10538726
1.16456013,0.25504519,0.50401658,2.49523272,3.09775822
1.14981985,0.25218362,0.49963011,2.4820984,3.09019614
1.13556371,0.24905329,0.49527716,2.47006822,3.08271272
1.12184258,0.2456947,0.49083965,2.45861922,3.07502176
1.10909847,0.24224767,0.48633523,2.44762903,3.06706779
1.09756202,0.23881643,0.48174578,2.43701689,3.05880105
1.08749674,0.23552663,0.47711851,2.42646045,3.049912
1.07880062,0.23238527,0.47238161,2.4161652,3.04045188
1.07163502,0.22948157,0.46763647,2.40599757,3.03011603
1.0659995,0.2268475,0.46297019,2.39631319,3.01904597
1.06188323,0.22451544,0.45854548,2.38710691,3.00699727
1.0591154,0.22242755,0.45441373,2.37876974,2.99426234
1.0576221,0.22058411,0.45078044,2.37131237,2.9806904
1.05724545,0.21894988,0.44780526,2.36495355,2.96657917
1.0577873,0.21749978,0.44565041,2.35978739,2.95228999
1.05904588,0.21616666,0.44438401,2.35565677,2.93776125
1.06078486,0.21493523,0.44410099,2.35249561,2.92351835
1.0627564,0.21378466,0.44481431,2.34999067,2.90947731
1.06469069,0.21271686,0.44645512,2.34787048,2.89609238
1.06638718,0.21171339,0.44895195,2.34571006,2.88320653
1.06760351,0.21080042,0.4521348,2.34315367,2.87114513
1.06815088,0.21000177,0.45580624,2.33975122,2.85966888
1.06789242,0.20935328,0.4597043,2.33516435,2.84886797
1.06673385,0.20887444,0.46368366,2.32916704,2.83876924
1.06464507,0.20860628,0.46748782,2.32142592,2.82906675
1.06166275,0.20858034,0.47092436,2.3119855,2.81985078
1.05792979,0.20882034,0.47380995,2.30063239,2.81082177
1.05352696,0.20935329,0.47609012,2.28766784,2.80206413
1.04869566,0.21019381,0.47766062,2.27296982,2.79331013
1.04367516,0.21134988,0.4784907,2.25686527,2.78457968
1.03876722,0.21280417,0.4785871,2.23977065,2.77590767
1.03411189,0.21457648,0.47798199,2.22157683,2.7670742
1.02997196,0.21663302,0.47671845,2.20288587,2.7582278
1.02650518,0.21894301,0.4748529,2.18352228,2.74915833
1.02382163,0.22143936,0.47247015,2.16405622,2.7400248
1.02186978,0.22412532,0.46957427,2.14422954,2.7306129
1.02059916,0.22692177,0.46623404,2.12455866,2.72109193
1.01984675,0.22977165,0.46248946,2.10473025,2.71125086
1.01938712,0.23258984,0.45841946,2.08503003,2.70118816
1.01893878,0.23538263,0.45397408,2.06573935,2.69103551
1.01821496,0.2380751,0.44923157,2.04655288,2.6806405
1.01693309,0.24062907,0.44423882,2.02796647,2.67030476
1.01487338,0.2429901,0.43910929,2.00971494,2.6599368
1.01180756,0.24518104,0.43381194,1.99229358,2.64988972
1.00763806,0.24715222,0.42849028,1.97546458,2.64010676
1.00233051,0.248877,0.42325026,1.95951897,2.63083267
0.99599922,0.25030976,0.41825842,1.94468665,2.62226009
0.9886256,0.2514399,0.41353201,1.9307095,2.61426955
0.98043795,0.25220244,0.40924266,1.91788245,2.60701947
0.97164478,0.2525425,0.40549969,1.90591404,2.60028871
0.96257332,0.25240779,0.40242404,1.89499157,2.59408136
0.95327748,0.25174473,0.40002236,1.88481169,2.58808259
0.94409205,0.25051364,0.39837449,1.87549778,2.58219722
0.93525216,0.24869615,0.39749731,1.86677853,2.57607125
0.92706124,0.24632748,0.39737762,1.85869273,2.5695409
0.91955519,0.24339613,0.39797712,1.85128112,2.56248857
0.91300821,0.23999148,0.39924251,1.84439152,2.5546219
0.90758108,0.2362087,0.40109686,1.83819751,2.54601035
0.90343686,0.23220622,0.40342237,1.83263238,2.53644222
0.90057246,0.22802905,0.40616505,1.82788748,2.52613495
0.89906454,0.22384813,0.40919197,1.82394879,2.51495026
0.89887304,0.21978613,0.41238541,1.82096997,2.50323409
0.89986585,0.21598585,0.41558994,1.81894001,2.49090231
0.9018691,0.21244846,0.4187468,1.81790892,2.47826342
0.9046062,0.20926527,0.4216955,1.81784169,2.46566444
0.90774004,0.20645629,0.42430958,1.81865759,2.45308218
0.91085804,0.20403588,0.42644781,1.82021531,2.44102153
0.91362898,0.20192193,0.42804256,1.82238048,2.42949252
0.91563567,0.20009253,0.42897141,1.82491631,2.41898232
0.91654112,0.19849176,0.42915758,1.8276654,2.40951267
0.91609784,0.19708021,0.4285617,1.83039278,2.40140416
0.91413847,0.19578808,0.42715413,1.83287938,2.39487172
0.91061415,0.19461025,0.42495497,1.83500928,2.38986682
0.90559491,0.19355332,0.42201911,1.83660639,2.38649466
0.899328,0.19266283,0.41847594,1.83760302,2.38459528
0.89194564,0.19198847,0.41437154,1.83790891,2.38402227
0.88382998,0.19163745,0.40988248,1.83748111,2.38448262
0.87533474,0.19172954,0.40516574,1.83629091,2.38560929
0.86689826,0.19238787,0.40043053,1.83427689,2.38700139
0.85866689,0.19376039,0.39573195,1.83140307,2.38818685
0.85099896,0.19596821,0.39125732,1.82765758,2.38869764
0.84409693,0.19911172,0.38712275,1.82289811,2.3881089
0.83814221,0.20320661,0.38345293,1.81715308,2.38606249
0.83305657,0.20835208,0.38023256,1.8102391,2.38222928
0.82887391,0.21446976,0.37753512,1.80224891,2.37651323
0.82549152,0.22145771,0.37536883,1.79299557,2.36874386
0.82277151,0.22907258,0.37373483,1.78256882,2.35904616
0.82044789,0.23725725,0.3725692,1.77114577,2.34774473
0.81830506,0.245677,0.37184698,1.75858415,2.33491174
0.81607619,0.25404314,0.37151239,1.74526669,2.32119151
0.81351918,0.26197659,0.37149848,1.73107296,2.3067405
0.81032454,0.26935073,0.37173061,1.71645937,2.29230364
0.80628619,0.27581474,0.37212628,1.70129687,2.27802038
0.801219,0.28114426,0.3725921,1.68605768,2.264561
0.7950666,0.28513587,0.3730223,1.67057741,2.25194963
0.78764666,0.2877659,0.37331812,1.65514328,2.24052804
0.77903739,0.28894441,0.37336267,1.6400196,2.23047324
0.76933869,0.28869208,0.3730448,1.62498337,2.22153637
0.75883822,0.28710807,0.37227069,1.61041283,2.21374668
0.74755979,0.28428029,0.37093373,1.59606738,2.20669077
0.73590406,0.2803735,0.36896751,1.58228981,2.20019068
0.72420695,0.27556472,0.36632587,1.5688397,2.19374197
0.71294001,0.27010122,0.36303063,1.55602775,2.18709961
0.70223151,0.26405866,0.35903131,1.54361787,2.17976649
0.69255334,0.25767523,0.35441015,1.53176115,2.17149869
0.68423482,0.25112689,0.34925172,1.52057066,2.16216796
0.67756903,0.24457753,0.3436696,1.50979686,2.15145056
0.6728409,0.23824126,0.33786148,1.49961975,2.13954275
0.67014239,0.23212112,0.33185907,1.4897671,2.12628679
0.66965934,0.22640131,0.32588155,1.48035899,2.11214199
0.67144596,0.22118041,0.32008881,1.4711044,2.09709637
0.67542326,0.21657903,0.31468544,1.46199628,2.0816397
0.68155929,0.2125527,0.3096939,1.45302289,2.0663173
0.68961589,0.20917418,0.30528483,1.44390676,2.05120842
0.69928851,0.20643468,0.30154443,1.43476317,2.03699202
0.71006374,0.20431251,0.29855617,1.42536088,2.02370463
0.72168709,0.20269305,0.29628363,1.41588438,2.01187568
0.73350604,0.20150238,0.29475569,1.40616904,2.00143995
0.74493166,0.20062,0.29393665,1.39648077,1.99269706
0.75526463,0.1999184,0.2937618,1.38672179,1.98546375
0.76414734,0.1992456,0.29414047,1.37712017,1.97975122
0.77095248,0.19847663,0.29496948,1.36791117,1.97543938
0.77526091,0.19749488,0.29612525,1.35904559,1.97223007
0.77677696,0.19622424,0.29746008,1.35082703,1.96995056
0.77538104,0.19458122,0.29886566,1.34317786,1.96830044
0.77104144,0.19255797,0.30019513,1.33629782,1.96706996
0.76390344,0.19017629,0.3013246,1.33002946,1.96600912
0.75435256,0.18752685,0.30214027,1.3243631,1.96493938
0.7425669,0.18465248,0.30257483,1.31919496,1.96372208
0.72908005,0.18170668,0.30256037,1.31419803,1.96222311
0.71437198,0.17883693,0.30206941,1.30920208,1.96040537
0.69907871,0.17622444,0.3011179,1.30378966,1.9581986
0.68332146,0.17396609,0.29971971,1.29774489,1.95564464
0.6676346,0.17222575,0.29794269,1.29062126,1.95271011
0.65232086,0.17111039,0.29586885,1.28228118,1.94948959
0.63774584,0.17068895,0.29361903,1.27232515,1.94596192
0.62374514,0.17097482,0.29125059,1.26068249,1.9422101
0.61053683,0.17194802,0.28889079,1.24744294,1.93832875
0.59812599,0.17352987,0.28663821,1.23237666,1.93429194
0.58658988,0.17557161,0.28459923,1.21592779,1.93023495
0.57562664,0.1779517,0.28280197,1.19798032,1.92612661
0.56528267,0.18045792,0.28132108,1.17918704,1.92210083
0.55548161,0.18288189,0.2801899,1.15949644,1.91812274
0.54624829,0.18499552,0.27942885,1.13966327,1.91431727
0.53733742,0.18665043,0.2790191,1.11963487,1.91064481
0.52880539,0.18765779,0.27895103,1.09995171,1.90717702
0.52062463,0.18789212,0.27919057,1.08110259,1.90396763
0.51285753,0.18728606,0.27968405,1.06294645,1.90096025
0.5053373,0.18579996,0.28038238,1.04604521,1.89821221
0.49814677,0.18345828,0.28121062,1.03019112,1.89564726
0.4912944,0.18032933,0.28208743,1.01579805,1.89328207
0.48486141,0.17656112,0.28291488,1.00261857,1.89101483
0.47874217,0.17220856,0.28361486,0.99082313,1.88880075
0.47304537,0.16745752,0.28407995,0.9804997,1.88657817
0.46782766,0.16246394,0.28421367,0.97140416,1.8842047
0.46320823,0.15743136,0.28393241,0.96367631,1.88162516
0.4591838,0.15239429,0.28315545,0.95709756,1.87867765
0.45591332,0.14752595,0.28182705,0.95173163,1.87531728
0.45351552,0.14292656,0.27991505,0.94738305,1.87137709
0.45211974,0.13871527,0.27744352,0.94404196,1.86685671
0.45180698,0.13486063,0.274386,0.94152272,1.86160374
0.45268429,0.13144366,0.27081796,0.93972899,1.8556309
0.45480075,0.12848215,0.26681738,0.93851811,1.84901373
0.45811219,0.12600166,0.26252734,0.93769947,1.84165655
0.46261816,0.1239401,0.25796824,0.93711731,1.83378702
0.46814668,0.12230282,0.25329664,0.93658278,1.8253576
0.47447412,0.1210569,0.24862238,0.93593912,1.81668474
0.48122808,0.12016775,0.24408961,0.93502,1.80776076
0.48818061,0.11956712,0.23968497,0.93370418,1.7988621
0.49483996,0.11920858,0.23551528,0.93192289,1.79026911
0.50074959,0.11902958,0.23161713,0.92959485,1.78199005
0.5054065,0.11896497,0.22804044,0.9267726,1.77435911
0.50847042,0.11894854,0.22470697,0.92345455,1.76735794
0.50949825,0.11891943,0.22163594,0.91981323,1.76122958
0.50818094,0.11882285,0.21879879,0.91592369,1.75590523
0.50436364,0.11861768,0.21618901,0.9120475,1.75150336
0.49787687,0.11827013,0.21372154,0.9083116,1.74789522
0.48877821,0.11776848,0.21139756,0.90497241,1.74504708
0.47722086,0.11711765,0.20919773,0.90226198,1.74285614
0.46361937,0.11634938,0.20713193,0.9003063,1.74112643
0.44804703,0.11548773,0.20515488,0.89928618,1.73972715
0.43105888,0.11459465,0.20329259,0.89927184,1.73845672
0.41312228,0.1137352,0.20155412,0.90029328,1.73718012
0.39490672,0.11298678,0.19996688,0.90233504,1.73573081
0.37650027,0.1124034,0.19851043,0.90525259,1.73403457
0.35852006,0.11205694,0.19721333,0.9089376,1.73199564
0.34134141,0.11199829,0.19608501,0.91313803,1.72961965
0.32542839,0.11225592,0.19514137,0.91753769,1.72697794
0.31068186,0.11284556,0.19436767,0.92193138,1.72410869
0.29742558,0.11375153,0.19377739,0.9259283,1.72120451
0.28573864,0.11493286,0.19337183,0.92931579,1.71837378
0.27572776,0.11630841,0.19315234,0.93176253,1.71585831
0.26714077,0.11781926,0.19311295,0.93309977,1.71379486
0.25999622,0.11934754,0.19325333,0.93313725,1.71238637
0.25416647,0.12077886,0.19356679,0.93180699,1.7117783
0.24954269,0.12198622,0.19403656,0.92906771,1.71205561
0.2458671,0.12288635,0.19465552,0.92503336,1.71325445
0.24302568,0.12337169,0.1953958,0.91974526,1.7153815
0.24085522,0.12337101,0.19622611,0.91348736,1.71831614
0.23921738,0.12284946,0.19709898,0.90634766,1.72198611
0.23794091,0.12178479,0.19798861,0.89870694,1.72614269
0.23692347,0.12020021,0.1988385,0.89064961,1.73066728
0.23606182,0.11814678,0.1996006,0.88248312,1.73530353
0.23527907,0.1157284,0.20022458,0.87449326,1.73980021
0.23449212,0.1129917,0.20068618,0.8666818,1.74407454
0.23365744,0.11006973,0.20095155,0.85933107,1.74791077
0.23273684,0.10707726,0.20100774,0.85237067,1.75131531
0.23171484,0.10415576,0.20085968,0.84598225,1.75421095
0.23055326,0.10134648,0.20052191,0.84003845,1.75671575
0.22925248,0.09876737,0.2000266,0.83458336,1.75891847
0.2278095,0.09648728,0.19941633,0.82962084,1.76097138
0.22624396,0.09457237,0.19874739,0.82499102,1.7631263
0.22453181,0.09301046,0.19805622,0.82072583,1.765566
0.22270229,0.09183098,0.1973962,0.8166734,1.76857257
0.22077489,0.09102391,0.19680492,0.81285665,1.77229735
0.21879534,0.09056692,0.19631112,0.80914194,1.77700026
0.21675283,0.09041291,0.19591244,0.80555785,1.78272062
0.21470197,0.09052034,0.19560473,0.80199066,1.78965771
0.21267998,0.09083361,0.195361,0.79844706,1.79777821
0.21074412,0.09128661,0.19514134,0.79494416,1.80693772
0.20888991,0.09182508,0.19488788,0.79140587,1.81721933
0.20716848,0.0923797,0.19454196,0.78792007,1.82825274
0.20560283,0.09288626,0.19404057,0.78445657,1.84005331
0.20421909,0.09328059,0.19333239,0.78115924,1.85213125
0.20298937,0.09351627,0.19235118,0.77807331,1.86445359
0.20191643,0.09354183,0.19106274,0.77541719,1.87647282
0.20097482,0.09332114,0.18944158,0.77334092,1.88813057
0.20013536,0.09283695,0.1875006,0.77212766,1.89899885
0.1993336,0.09206926,0.18520811,0.77206592,1.90869964
0.19852372,0.09102547,0.18260761,0.77347683,1.91718031
0.19764669,0.0897226,0.17974002,0.77666292,1.92405737
0.19665382,0.08820596,0.1766923,0.78201746,1.92930704
0.19546804,0.08648153,0.17346707,0.78972046,1.93271183
0.19404749,0.08460719,0.17016958,0.80016122,1.93428713
0.19234929,0.08262872,0.16688088,0.81341324,1.93399085
0.19036318,0.08061194,0.16371753,0.82931867,1.93191097
0.18802792,0.078556,0.16069954,0.84808621,1.92811031
0.18535463,0.07651672,0.15794503,0.86906449,1.92281058
0.18234857,0.07452247,0.15553566,0.89225775,1.91607922
0.17906311,0.07261393,0.15356556,0.91662389,1.90824761
0.17546009,0.07076709,0.15206209,0.94196029,1.89936049
0.17161236,0.06901328,0.15110648,0.96695824,1.88980275
0.16756963,0.06736185,0.15074493,0.99127342,1.87957605
0.16343215,0.06583772,0.15100269,1.01376856,1.86896246
0.1591765,0.06442178,0.15189857,1.03341908,1.8582435
0.15491021,0.063147,0.15342673,1.0498862,1.84734946
0.15069959,0.06203507,0.15555844,1.06222818,1.83663504
0.14665038,0.06112083,0.15821118,1.07024919,1.82599817
0.14273973,0.06041528,0.16136316,1.07352453,1.81576036
0.13906559,0.05996043,0.16488859,1.07205158,1.80580599
0.13567608,0.05978646,0.16866396,1.06589237,1.79633014
0.13261057,0.05991893,0.17254681,1.05546963,1.78750172
0.12992462,0.060369,0.17634238,1.04100351,1.77921291
0.12758235,0.06115241,0.17996636,1.02332427,1.77170007
0.12562287,0.06225923,0.18321513,1.00267706,1.76486956
0.12404603,0.06366756,0.185933,0.98011105,1.75891322
0.12285306,0.06532188,0.18796393,0.95578635,1.75375178
0.12200235,0.0672051,0.18923638,0.93077354,1.74952224
0.12148417,0.06923744,0.18964278,0.90507066,1.74615627
0.12126913,0.07134569,0.18913669,0.87936414,1.74370593
0.12132196,0.07343008,0.18773031,0.85424837,1.74216938
0.12160792,0.07545479,0.18542708,0.82944703,1.74148356
0.12209028,0.07732223,0.18230712,0.80561802,1.7416121
0.12273141,0.07896412,0.1784739,0.78234701,1.74248591
0.1234864,0.08031109,0.17410503,0.76012287,1.74399556
0.12433648,0.08134783,0.16925772,0.73845415,1.74605831
0.12524268,0.08203047,0.16413245,0.71771909,1.74850007
0.12617681,0.08234587,0.1588881,0.69740846,1.75121933
0.12710529,0.08229753,0.15372823,0.67765349,1.75402439
0.12802777,0.08189794,0.14868115,0.65857037,1.75670904
0.12891957,0.08116917,0.14391535,0.63970466,1.75914426
0.12977003,0.08014167,0.13952055,0.6214048,1.76109764
0.1305647,0.07886434,0.1355973,0.60328533,1.76242935
0.13131704,0.07734647,0.13209948,0.58573995,1.76294541
0.13201856,0.07563515,0.12907889,0.5684652,1.76250401
0.1326712,0.07376345,0.12652127,0.55173724,1.76096349
0.13327202,0.07178245,0.12441255,0.5358421,1.75825243
0.13383656,0.06967811,0.12266097,0.52060605,1.75423875
0.13436074,0.06749451,0.1212315,0.50651526,1.74895909
0.13484532,0.0652538,0.12005981,0.49347308,1.74228937
0.13528443,0.06300006,0.11908978,0.48194379,1.73437986
0.13568284,0.06070657,0.11823949,0.4718863,1.72510919
0.13602844,0.05841585,0.11746357,0.4636833,1.71473137
0.13631081,0.05614687,0.11671455,0.45731521,1.70311799
0.13651493,0.05394024,0.11596338,0.4529825,1.69047141
0.13662938,0.05176706,0.11516938,0.45074652,1.67704587
0.13663406,0.04966488,0.11432664,0.45054175,1.66267987
0.13651039,0.04764533,0.11343322,0.45227815,1.64778009
0.13624343,0.04573578,0.11250772,0.45581561,1.63214963
0.13581041,0.04390117,0.11154921,0.46082944,1.6162079
0.13519828,0.04216237,0.11059315,0.46709254,1.59971657
0.13439548,0.0405169,0.10967143,0.47416302,1.58291543
0.13340628,0.03897546,0.10882776,0.48151874,1.56604287
0.13220882,0.03750047,0.10808103,0.48884114,1.54879992
0.13081685,0.03610267,0.10747554,0.4955119,1.53157411
0.12924131,0.03477805,0.10704251,0.50121229,1.51403558
0.12751783,0.0335378,0.10680803,0.50541807,1.49655897
0.12563328,0.03235863,0.10678314,0.50786669,1.47879529
0.12363166,0.03126002,0.10697663,0.50824441,1.46111549
0.12154303,0.03025219,0.10738166,0.50638582,1.44316324
0.11942082,0.02935727,0.10797139,0.50220273,1.4251303
0.1172518,0.02857237,0.10872539,0.49580082,1.40721471
0.11508604,0.02792367,0.1095934,0.48717001,1.38906358
0.11294793,0.02742663,0.11051973,0.47668751,1.37106697
0.11087758,0.02709644,0.11143149,0.4644068,1.3528762
0.10884522,0.02693442,0.1122796,0.45089074,1.33488564
0.10687914,0.02694713,0.11298512,0.43620409,1.31674721
0.10498008,0.02712983,0.11348184,0.42099271,1.29885135
0.10316217,0.02746596,0.11371,0.40528363,1.280846
0.10138003,0.02794266,0.11362676,0.38954925,1.26292849
0.09964278,0.02853027,0.11319439,0.37422733,1.24528805
0.09794034,0.02919584,0.1123952,0.35923826,1.22756502
0.09628124,0.02989476,0.1112425,0.34507486,1.21012295
0.09462604,0.03060206,0.10972892,0.33158755,1.19260438
0.09299102,0.03127069,0.10789657,0.31914792,1.17537205
0.0913802,0.03186266,0.1057907,0.30755653,1.15808216
0.08981862,0.03233984,0.10349087,0.29696828,1.1409337
0.08828776,0.03268442,0.1010099,0.28746765,1.12413109
0.08682139,0.03287041,0.09843285,0.27882585,1.10737243
0.08543944,0.03288593,0.09581967,0.27116758,1.09105608
0.0841751,0.03273059,0.09325052,0.26426729,1.07491377
0.08302214,0.03240725,0.09071711,0.25818771,1.05935012
0.08201189,0.03193118,0.08828031,0.252716,1.04412401
0.08115844,0.03132441,0.08596244,0.24787209,1.02962294
0.08047748,0.03062272,0.08379564,0.24346045,1.01561736
0.07995933,0.02984403,0.08173484,0.23943737,1.00231478
0.07961106,0.02903045,0.07979351,0.23574621,0.989873
0.07942692,0.02821828,0.07795515,0.232224,0.97804183
0.07939639,0.02745049,0.0762165,0.22886552,0.96703862
0.07950554,0.02674378,0.07451936,0.22553475,0.95657909
0.07973972,0.02613503,0.07286028,0.22224724,0.94678761
0.08008196,0.02564751,0.07122047,0.21889737,0.93734121
0.08051028,0.02530082,0.06960244,0.21549719,0.92819507
0.08101712,0.02509726,0.06796443,0.21207685,0.91927265
0.08158317,0.02504295,0.06632082,0.20857577,0.91021137
0.08219453,0.02513182,0.06467548,0.20508859,0.90101757
0.08283209,0.02534733,0.06305439,0.20157795,0.89132774
0.08349775,0.02567338,0.06143781,0.1981575,0.88118416
0.08417435,0.02608158,0.0598594,0.19480402,0.87024473
0.08485101,0.02654041,0.05833763,0.19163399,0.85863252
0.08550937,0.0270104,0.05690521,0.18862899,0.84604279
0.08614995,0.02746565,0.05554929,0.1858654,0.83256426
0.08675077,0.02786615,0.05429894,0.18340321,0.81836043
0.08729458,0.02817948,0.053164,0.18121933,0.80318797
0.08775777,0.02837646,0.05215923,0.17937673,0.78743778
0.08812925,0.02843974,0.0512638,0.17784688,0.77089474
0.08838235,0.02835253,0.05048343,0.17666153,0.75402484
0.08849609,0.02810894,0.04980813,0.17578855,0.73662371
0.08845274,0.02771628,0.0492295,0.17523101,0.71919399
0.08823588,0.02717692,0.04871895,0.17495634,0.70152522
0.08783443,0.02651177,0.0482645,0.17494545,0.68393993
0.08724394,0.02574415,0.04784757,0.17516454,0.66674621
0.08647617,0.02491025,0.04745486,0.17558481,0.64970616
0.08552605,0.02402186,0.04706365,0.17616251,0.63326614
0.08441949,0.02311636,0.04666697,0.17687225,0.61716956
0.0831831,0.02222086,0.04625817,0.17766176,0.60180902
0.08186425,0.02136733,0.04583989,0.17850866,0.58691635
0.08047408,0.02055641,0.04540658,0.17936657,0.57268682
0.07906789,0.01980965,0.04497004,0.18018986,0.55927578
0.07768916,0.01913347,0.04454147,0.18096055,0.54641591
0.0763933,0.01853405,0.04413859,0.18163156,0.53436946
0.07519268,0.01799414,0.04376782,0.18218921,0.52287999
0.07413529,0.01751097,0.04344797,0.18260018,0.51216753
0.07324833,0.01707219,0.04319174,0.18285686,0.50199083
0.07255679,0.01666786,0.04301016,0.18294481,0.49253237
0.07205598,0.01627556,0.04290477,0.1828636,0.48356669
0.07175415,0.01588651,0.04287817,0.18261613,0.47515872
0.07164199,0.01548984,0.0429254,0.18221833,0.46734572
0.07170001,0.01508206,0.04303481,0.18167827,0.45992084
0.07190383,0.01465054,0.04319386,0.18102692,0.45298517
0.07222154,0.01419883,0.04338302,0.18027338,0.44633916
0.07261622,0.0137299,0.04358095,0.17945582,0.44005761
0.07304343,0.01325472,0.04376347,0.1785794,0.43394482
0.07347107,0.0127719,0.04391247,0.17767184,0.42799672
0.07385396,0.01229639,0.04400588,0.17675844,0.42220047
0.07415322,0.0118391,0.04402697,0.17583166,0.41636467
0.07433222,0.01141512,0.04396471,0.17491695,0.41053956
0.07436397,0.01102582,0.04381117,0.17399763,0.40453985
0.07422059,0.01068465,0.04356578,0.17309086,0.39843093
0.073883,0.0103988,0.0432338,0.17217347,0.39203899
0.07334557,0.01017554,0.04283075,0.17125811,0.38545955
0.07259204,0.01001347,0.04236419,0.1703192,0.37853607
0.07162878,0.00991652,0.0418579,0.16936002,0.37133003
0.07046457,0.00988416,0.04133456,0.16838615,0.36393095
0.06912939,0.00991365,0.04082328,0.16737518,0.35621467
0.06761671,0.01000214,0.04033703,0.16634793,0.34838208
0.0659656,0.01014502,0.03990317,0.16528604,0.34032945
0.06420639,0.01033673,0.03954074,0.16421635,0.33228919
0.0623913,0.01056833,0.03926705,0.16312409,0.32417259
0.06051756,0.01083765,0.03908652,0.16204036,0.31622587
0.05863893,0.01113497,0.03900734,0.1609529,0.30836776
0.05678986,0.01145222,0.03902904,0.15988382,0.30076142
0.05502047,0.01177756,0.03914438,0.15885506,0.29355394
0.05332312,0.01210902,0.03934568,0.15785725,0.28666211
0.05174129,0.01243435,0.03961831,0.15692288,0.28028049
0.05029491,0.01274458,0.03994555,0.15604555,0.27432
0.04901094,0.01302817,0.04030511,0.15525651,0.26893157
0.04787179,0.01328271,0.04068544,0.1545537,0.26402099
0.04689488,0.01349747,0.04106424,0.15396054,0.25965133
0.04607842,0.01366572,0.04142409,0.15349616,0.2558527
0.04541587,0.01378193,0.04174956,0.15316533,0.2525309
0.04490132,0.01384166,0.04202525,0.1529875,0.24973027
0.04451056,0.01384359,0.04224695,0.15296918,0.24736296
0.04423354,0.01378592,0.04240453,0.15311675,0.24544297
0.04405265,0.01366946,0.04249379,0.15343383,0.24389254
0.0439503,0.01349874,0.0425132,0.15390775,0.24270339
0.04390617,0.01327428,0.04246357,0.15453399,0.24180907
0.04390382,0.01300302,0.04234628,0.15528531,0.24118032
0.04392638,0.01269158,0.04216425,0.15612048,0.24077637
0.04395791,0.01235115,0.0419236,0.15701618,0.24054475
0.04398502,0.01198277,0.0416226,0.15790661,0.24044609
0.04399482,0.01159818,0.04126621,0.15875595,0.24043305
0.04397628,0.01120572,0.04085647,0.15948957,0.24046066
0.04392081,0.01081735,0.0403995,0.16006314,0.24048327
0.04381947,0.01043235,0.03988619,0.16040979,0.24045403
0.04366629,0.01006119,0.03932059,0.16047604,0.24032873
0.04345648,0.00970928,0.03870195,0.16021607,0.2400603
0.0431898,0.00938404,0.03803664,0.15959768,0.23961253
0.04285895,0.00908168,0.03731067,0.15858104,0.23893728
0.04246601,0.00880737,0.03653125,0.15717227,0.23801451
0.0420121,0.00856154,0.03570043,0.15534034,0.23679671
0.04150517,0.0083456,0.03483119,0.15313337,0.23528762
0.04093848,0.00815346,0.03391141,0.15052892,0.23344281
0.0403218,0.00798502,0.03295788,0.1475821,0.23127185
0.03966091,0.0078372,0.03198083,0.14437131,0.22880697
0.03896961,0.00770776,0.03100268,0.14088147,0.22601215
0.03824058,0.00759037,0.03001714,0.13723963,0.2229683
0.03748803,0.00748274,0.02904954,0.13343072,0.21964554
0.03671928,0.00738134,0.02811586,0.12959302,0.21615152
0.03594952,0.00728395,0.02724085,0.1257083,0.21246061
0.03516976,0.00718582,0.02642171,0.12191377,0.20869797
0.03439456,0.00708574,0.02568181,0.11818629,0.20483852
0.03363019,0.00698211,0.02503324,0.1146161,0.20097324
0.03289009,0.00687509,0.02449059,0.11128133,0.1971908
0.03216455,0.00676215,0.02404919,0.10815128,0.19345817
0.03146657,0.00664464,0.02371846,0.10532047,0.18988934
0.03080117,0.0065234,0.02349825,0.10275423,0.18644095
0.03017931,0.00640099,0.02338565,0.1005209,0.18320413
0.02959257,0.00627652,0.0233716,0.09858307,0.18012349
0.0290516,0.00615314,0.02344813,0.0969666,0.17723503
0.02855991,0.00603289,0.0236031,0.09567724,0.17455789
0.02812456,0.00591894,0.02381995,0.09467581,0.17202132
0.02773851,0.00581083,0.02408792,0.09396432,0.16965524
0.02740746,0.0057115,0.02438908,0.09350415,0.16738387
0.02713113,0.00562237,0.02470736,0.09327668,0.16522408
0.02690999,0.00554526,0.02502404,0.09324544,0.1631005
0.02673669,0.00547929,0.02533132,0.09337738,0.16102699
0.02660972,0.00542565,0.02561295,0.09363986,0.15893358
0.02652404,0.00538428,0.02585778,0.09399645,0.15681839
0.0264742,0.00535507,0.02605492,0.09440771,0.15468551
