  0.000000   0.00000000 
   0.009756 12476.88930938 
   0.019512 521.13819684 
   0.029268 497.30686646 
   0.039024 673.14564086 
   0.048780 1051.90697613 
   0.058537 1432.53069795 
   0.068293 1493.45984816 
   0.078049 1440.73839232 
   0.087805 1386.93598115 
   0.097561 1310.63660726 
   0.107320 1181.94317570 
   0.117070 1060.05779485 
   0.126830 973.78742187 
   0.136590 897.34345224 
   0.146340 815.23091915 
   0.156100 732.11005155 
   0.165850 663.36351048 
   0.175610 612.62900942 
   0.185370 573.18485196 
   0.195120 540.27825033 
   0.204880 509.12004124 
   0.214630 476.37599460 
   0.224390 445.32748683 
   0.234150 419.47389871 
   0.243900 396.62843708 
   0.253660 373.41639256 
   0.263410 349.28040113 
   0.273170 325.38100951 
   0.282930 303.05271647 
   0.292680 283.08184934 
   0.302440 265.73147586 
   0.312200 250.91470858 
   0.321950 237.99515194 
   0.331710 226.06814589 
   0.341460 214.78671382 
   0.351220 204.43391694 
   0.360980 195.42425236 
   0.370730 187.88816677 
   0.380490 181.86353338 
   0.390240 177.49776837 
   0.400000 174.71607832 
   0.409760 172.97508413 
   0.419510 171.49198957 
   0.429270 169.86883926 
   0.439020 168.39428683 
   0.448780 167.57165268 
   0.458540 167.28308819 
   0.468290 166.41705493 
   0.478050 163.64418420 
   0.487800 158.78892046 
   0.497560 153.00619590 
   0.507320 147.27338009 
   0.517070 141.08721897 
   0.526830 133.24688765 
   0.536590 123.67657268 
   0.546340 113.84826868 
   0.556100 105.53563142 
   0.565850  99.63288479 
   0.575610  95.91018220 
   0.585370  93.63234701 
   0.595120  92.09284382 
   0.604880  90.82682989 
   0.614630  89.57423885 
   0.624390  88.16149604 
   0.634150  86.47343574 
   0.643900  84.48607900 
   0.653660  82.28200160 
   0.663410  80.01583780 
   0.673170  77.81316626 
   0.682930  75.74336650 
   0.692680  73.83251601 
   0.702440  72.10244337 
   0.712200  70.60348066 
   0.721950  69.39325740 
   0.731710  68.50716128 
   0.741460  67.95189427 
   0.751220  67.69572808 
   0.760980  67.66282141 
   0.770730  67.71171956 
   0.780490  67.64657642 
   0.790240  67.29031892 
   0.800000  66.58927965 
   0.809760  65.66441079 
   0.819510  64.73971405 
   0.829270  63.98485957 
   0.839020  63.39962986 
   0.848780  62.80464319 
   0.858540  61.95281441 
   0.868290  60.66537469 
   0.878050  58.91468736 
   0.887800  56.84297900 
   0.897560  54.69144468 
   0.907320  52.72532570 
   0.917070  51.14533381 
   0.926830  50.04350464 
   0.936590  49.42671687 
   0.946340  49.25792017 
   0.956100  49.50039124 
   0.965850  50.12032556 
   0.975610  51.04720232 
   0.985370  52.11738478 
   0.995120  53.06106827 
   1.004900  53.56244307 
   1.014600  53.36740690 
   1.024400  52.39113970 
   1.034100  50.79067559 
   1.043900  48.83463190 
   1.053700  46.88265931 
   1.063400  45.21781169 
   1.073200  43.93440671 
   1.082900  43.06205579 
   1.092700  42.51701624 
   1.102400  42.23625719 
   1.112200  42.16503556 
   1.122000  42.28819366 
   1.131700  42.59247471 
   1.141500  43.05760116 
   1.151200  43.61261805 
   1.161000  44.17149136 
   1.170700  44.61085732 
   1.180500  44.83824129 
   1.190200  44.78431830 
   1.200000  44.43038477 
   1.209800  43.80567703 
   1.219500  42.98867543 
   1.229300  42.05604404 
   1.239000  41.12658774 
   1.248800  40.27135195 
   1.258500  39.57017178 
   1.268300  39.03605785 
   1.278000  38.67260562 
   1.287800  38.43908664 
   1.297600  38.29343992 
   1.307300  38.18921937 
   1.317100  38.08521668 
   1.326800  37.95755017 
   1.336600  37.79093117 
   1.346300  37.58802966 
   1.356100  37.35236933 
   1.365900  37.09821926 
   1.375600  36.84186364 
   1.385400  36.59062706 
   1.395100  36.35982387 
   1.404900  36.15180259 
   1.414600  35.97396307 
   1.424400  35.82176533 
   1.434100  35.69416972 
   1.443900  35.58262162 
   1.453700  35.48270797 
   1.463400  35.39093167 
   1.473200  35.30263654 
   1.482900  35.21789140 
